Interpublic Group ofComp ORDSH;B;IPG-RM;1;0.001
International Paper Co ORD SHS;B;IP-RM;1;0.001
IQVIA HOLDINGS INC ORDSHS;B;IQV-RM;1;0.001
Ingersoll Rand Inc ORD SHS;B;IR-RM;1;0.001
Intuitive Surgical Inc;B;ISRG-RM;1;0.001
GARTNER INC ORDSHS;B;IT-RM;1;0.001
Illinois Tool Ord Shs;B;ITW-RM;1;0.001
JB HUNT TRANSPORT SERV ORDSHS;B;JBHT-RM;1;0.001
JDcom Inc;B;JD-RM;1;0.001
Jack Henry Associates ORD SHS;B;JKHY-RM;1;0.001
Johnson  Johnson;B;JNJ-RM;1;0.001
Juniper Networks ORD SHS;B;JNPR-RM;1;0.001
JPMorgan Chase Ord Shs;B;JPM-RM;1;0.001
Jacobs Engineering Group OrdSh;B;J-RM;1;0.001
Keurig Dr Pepper Inc ORD SHS;B;KDP-RM;1;0.001
Kyndryl Holdings Inc ORD SHS;B;KD-RM;1;0.001
Keycorp Ord Shs;B;KEY-RM;1;0.001
Keysight Techno Inc ORD SHS;B;KEYS-RM;1;0.001
The Kraft Heinz Company;B;KHC-RM;1;0.001
KLA Ord Shs;B;KLAC-RM;1;0.001
Kimberly Clark Ord Shs;B;KMB-RM;1;0.001
Kinder Morgan Ord Shs Class P;B;KMI-RM;1;0.001
CarMax Inc ORD SHS;B;KMX-RM;1;0.001
The Coca-Cola Company;B;KO-RM;1;0.001
Kellogg Company;B;K-RM;1;0.001
The Kroger Co;B;KR-RM;1;0.001
Luminar Technologies ORD SHS A;B;LAZR-RM;1;0.001
Leidos Holdings Inc ORD SHS;B;LDOS-RM;1;0.001
Leggett  Platt Ord Shs;B;LEG-RM;1;0.001
Lennar Corporation ORDSHS CL A;B;LEN-RM;1;0.001
LABORATORY CORPORATION  ORDSHS;B;LH-RM;1;0.001
L3Harris Techn Inc ORD SHS;B;LHX-RM;1;0.001
Li Auto Inc;B;LI-RM;1;0.001
LKQ CORPORATION ORDSHS;B;LKQ-RM;1;0.001
Eli Lilly and Company;B;LLY-RM;1;0.001
Lockheed Martin Corporation;B;LMT-RM;1;0.001
Lincoln National Corporation;B;LNC-RM;1;0.001
Alliant Energy Corp ORD SHS;B;LNT-RM;1;0.001
Lowe's Companies Inc;B;LOW-RM;1;0.001
Lam Research Corporation;B;LRCX-RM;1;0.001
LOEWS CORPORATION ORDSHS;B;L-RM;1;0.001
Livent Ord Shs;B;LTHM-RM;1;0.001
Lumen Technologies Inc;B;LUMN-RM;1;0.001
Southwest Airlines Co;B;LUV-RM;1;0.001
Las Vegas Sands Corp;B;LVS-RM;1;0.001
Lamb Weston Holdings ORD SHS;B;LW-RM;1;0.001
Lyft Inc ORD SHS Cl A;B;LYFT-RM;1;0.001
Live Nation Entertainm ORD SHS;B;LYV-RM;1;0.001
Mastercard Inc class A;B;MA-RM;1;0.001
